patch_slug,patch_name,source_url,source_kind,item_index,item_type,section_h2,section_h3,section_h4,text
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,35,li,,NEW: SUPPORT CLASS PERKS,,Heal Expert Support Legends now move at full walk speed while healing Healing amount from small meds is doubled
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,36,li,,NEW: SUPPORT CLASS PERKS,,Support Legends now move at full walk speed while healing
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,37,li,,NEW: SUPPORT CLASS PERKS,,Healing amount from small meds is doubled
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,38,li,,NEW: SUPPORT CLASS PERKS,,"Revive Expert Support Legends now have 25% faster revives (4.5s) and grant health regen to their ally on a successful revive This health regen will restore an ally to full health, but can be canceled by incoming damage Support Legends will also receive this health regen if revived Additionally, Banner Crafting and Ally Death Boxes now spawn a Mobile Respawn Beacon Support Legends can see Mobile Respawn Beacons inside Death Boxes"
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,39,li,,NEW: SUPPORT CLASS PERKS,,"Support Legends now have 25% faster revives (4.5s) and grant health regen to their ally on a successful revive This health regen will restore an ally to full health, but can be canceled by incoming damage Support Legends will also receive this health regen if revived"
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,40,li,,NEW: SUPPORT CLASS PERKS,,"This health regen will restore an ally to full health, but can be canceled by incoming damage"
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,41,li,,NEW: SUPPORT CLASS PERKS,,Support Legends will also receive this health regen if revived
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,42,li,,NEW: SUPPORT CLASS PERKS,,"Additionally, Banner Crafting and Ally Death Boxes now spawn a Mobile Respawn Beacon Support Legends can see Mobile Respawn Beacons inside Death Boxes"
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,43,li,,NEW: SUPPORT CLASS PERKS,,Support Legends can see Mobile Respawn Beacons inside Death Boxes
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,44,p,,NEW: SUPPORT CLASS PERKS,,Collecting Banners will automatically take a Mobile Respawn Beacon in an ally deathbox if possible ( will not replace current survival item ).
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,45,h3,,SKILL DISPLAY IMPROVEMENTS,,SKILL DISPLAY IMPROVEMENTS
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,47,p,,SKILL DISPLAY IMPROVEMENTS,,"Into the Rift is bringing nostalgia, but we’re also bringing something new: skill display improvements. This new feature will display the balancing of each match and update live as each player loads into the match—giving you a true rank distribution of all players."
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,48,p,,SKILL DISPLAY IMPROVEMENTS,,This is just the latest in our ongoing evaluation and improvement of Ranked. Players were looking for more insights and fairness in their matches and this is our next step.
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,49,h3,,NEW UNIVERSAL MELEE: RAPTOR’S CLAW,,NEW UNIVERSAL MELEE: RAPTOR’S CLAW
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,50,p,,NEW UNIVERSAL MELEE: RAPTOR’S CLAW,,"Sharpen your arsenal with the Raptor’s Claw, a new universal melee cosmetic. Unlock the Raptor’s Claw through the Void Mercenary Store from November 5, 2024-January 7, 2025. After acquiring this new universal cosmetic, you can unlock the Crystal Chamber Death Box, as well as 5 other deadly variants and their matching Death Boxes. After January 7, 2025, the Raptor’s Claw will move to the Mythic Shop. Sleek, deadly, and ready to strike–don’t miss your opportunity to grab this iconic melee weapon."
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,52,h3,,PATCH NOTES,,PATCH NOTES
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,53,h3,,BALANCE UPDATES,,BALANCE UPDATES
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,54,p,,BALANCE UPDATES,,Battle Sense
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,55,p,,BALANCE UPDATES,,Better health state awareness & feedback
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,56,li,,BALANCE UPDATES,,Added voice lines for when players are low on health
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,57,li,,BALANCE UPDATES,,Added voice lines for when players are low on shields
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,58,li,,BALANCE UPDATES,,Added prompt to heal when players are low on health
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,59,li,,BALANCE UPDATES,,Healing HUD icon will now flash when players are low on health
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,60,p,,BALANCE UPDATES,,Better ammo awareness & feedback
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,61,li,,BALANCE UPDATES,,Added voice lines for when players are running low on ammo
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,62,li,,BALANCE UPDATES,,Ammo clip counter will pulse red when in a critical ammo state
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,63,li,,BALANCE UPDATES,,Lowered position of the Low Ammo prompt on the HUD
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,64,p,,BALANCE UPDATES,,Both voice lines and on screen prompts can be toggled on/limited/off in Settings. The limited option provides a less frequent cadence for both voice lines and on screen prompts respectively.
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,65,p,,BALANCE UPDATES,,"Dev Note: We are continuing our work that was started last season around providing better awareness to the state of the game, and this time we’re tackling the health state. These additional mechanisms of feedback are incredibly helpful for some, but can be overwhelming for others. The addition of a settings menu allows for as much player customization as possible to best suit their needs when playing Apex."
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,66,p,,BALANCE UPDATES,,Care Package
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,67,li,,BALANCE UPDATES,,Devotion returns to the floor Spin up time decreased Reverse Hipfire tightens slower and is less accurate Removed Turbocharger slot
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,68,li,,BALANCE UPDATES,,Spin up time decreased
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,69,li,,BALANCE UPDATES,,Reverse Hipfire tightens slower and is less accurate
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,70,li,,BALANCE UPDATES,,Removed Turbocharger slot
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,71,li,,BALANCE UPDATES,,Havoc enters the Care Package Improved hipfire Magazine size increased to 36 Damage increased to 19 (was 18) Select Fire: Beam Shot High ammo consumption Deadly accurate Devastating damage
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,72,li,,BALANCE UPDATES,,Improved hipfire
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,73,li,,BALANCE UPDATES,,Magazine size increased to 36
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,74,li,,BALANCE UPDATES,,Damage increased to 19 (was 18)
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,75,li,,BALANCE UPDATES,,Select Fire: Beam Shot High ammo consumption Deadly accurate Devastating damage
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,76,li,,BALANCE UPDATES,,High ammo consumption
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,77,li,,BALANCE UPDATES,,Deadly accurate
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,78,li,,BALANCE UPDATES,,Devastating damage
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,79,p,,BALANCE UPDATES,,Gold Weapon Rotation
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,80,li,,BALANCE UPDATES,,"C.A.R., Hemlock, L-STAR, Longbow, Mastiff"
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,81,h3,,GAMEPLAY UPDATES,,GAMEPLAY UPDATES
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,82,p,,GAMEPLAY UPDATES,,Crafting Stations
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,83,li,,GAMEPLAY UPDATES,,All Legends can now craft Banner Cards
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,84,p,,GAMEPLAY UPDATES,,Loot Bin Reset
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,85,li,,GAMEPLAY UPDATES,,"If a player is near a bin during the reset phase, that Loot Bin will now eject loot (even if that bin was not opened recently)"
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,86,li,,GAMEPLAY UPDATES,,Gold Bins now spawn fewer pieces of gold loot
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,87,p,,GAMEPLAY UPDATES,,"Dev Note: Even after adding the ‘recently opened Bins eject loot’ logic last release, we’re still seeing issues where players are racing to get that attachment or backpack they saw from afar in an open bin, and the loot bin slams shut denying the pick up. By adding a proximity check, now just being near a Loot Bin during Reset will ensure you can get what you want."
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,88,p,,GAMEPLAY UPDATES,,Mythic Bin Updates
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,89,li,,GAMEPLAY UPDATES,,Can now be tracked and pinged through walls more easily
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,90,li,,GAMEPLAY UPDATES,,Improved logic to consider if the weapon you have is already a gold weapon and instead grants a different upgrade
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,91,li,,GAMEPLAY UPDATES,,"Location is now announced before spawning, is marked on the mini & full maps, and a warning is issued in game"
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,92,li,,GAMEPLAY UPDATES,,Time to Open reduced to 10s (was 11)
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,93,li,,GAMEPLAY UPDATES,,Updated Mythic Bin Icons for better clarity and consistency
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,94,p,,GAMEPLAY UPDATES,,"Dev Note: Mythic Bins are a big spike in power for the opening team, but it can sometimes feel like a lottery when it appears, leaving little room for counter play. We’re now messaging to the whole game when they appear to hopefully give players the chance to make an active choice to pursue the bin should they wish. This informed choice should feel more fair than it has in the past."
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,95,h3,,AMMO & ATTACHMENTS,,AMMO & ATTACHMENTS
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,96,p,,AMMO & ATTACHMENTS,,Hop-Ups
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,97,li,,AMMO & ATTACHMENTS,,Boosted Loader Now activates at 0 ammo Now goes on the Sentinel
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,98,li,,AMMO & ATTACHMENTS,,Now activates at 0 ammo
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,99,li,,AMMO & ATTACHMENTS,,Now goes on the Sentinel
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,100,li,,AMMO & ATTACHMENTS,,Gunshield Generator Shield recharge cooldown time decreased to 10s (was 12) Reduced spawn rate
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,101,li,,AMMO & ATTACHMENTS,,Shield recharge cooldown time decreased to 10s (was 12)
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,102,li,,AMMO & ATTACHMENTS,,Reduced spawn rate
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,103,li,,AMMO & ATTACHMENTS,,Hammerpoint Rounds Reduced spawn rate
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,104,li,,AMMO & ATTACHMENTS,,Reduced spawn rate
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,105,p,,AMMO & ATTACHMENTS,,"Dev Note: We’ve rebalanced some of the Hop-Up spawn rates to compensate for the amount of power they bring to the table cough Hammerpoints cough We like the big power swing and how they set up their respective weapons for the end game, but the consistency at which they were available felt a little too high."
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,106,h3,,WEAPONS,,WEAPONS
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,107,p,,WEAPONS,,L-STAR EMG
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,108,li,,WEAPONS,,Damage increased to 18 (was 17)
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,109,li,,WEAPONS,,Gold Magazines now reduce the cool off time more than purple mags
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,110,li,,WEAPONS,,Smoothed out cool-off animations
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,111,p,,WEAPONS,,"Dev Note: The L-Star never really gained a benefit from Gold mags because it doesn’t have a traditional reload. To show it a little love, we’ve improved the Gold mags on the L-Star which should make them a more exciting find over Purple mags. In addition we’ve done some animation work to make firing feel smoother; especially when feathering the trigger, something the L-Star excels at."
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,112,p,,WEAPONS,,Longbow
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,113,li,,WEAPONS,,Damage increased to 60 (was 55)
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,114,p,,WEAPONS,,Dev Note: The Longbow hasn’t been fulfilling the fantasy of a sniper lately so we’re taking a big swing at its damage to really push its relevance and carve out a place for it within the long range meta. We’ll continue to monitor this change as the season progresses.
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,115,p,,WEAPONS,,P2020
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,116,li,,WEAPONS,,Akimbo Only: base hipfire improved
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,117,p,,WEAPONS,,Dev Note: Overall we’re really happy with Akimbo and the P2020s are performing well but could use a little improvement to their overall consistency to remain a competitive option.
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,118,p,,WEAPONS,,Rampage LMG
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,119,li,,WEAPONS,,Revved State Increased decay rate Reduced cost per shot Significantly increased energized capacity Successfully charging up the Rampage with a Thermite will also trigger a reload
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,120,li,,WEAPONS,,Increased decay rate
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,121,li,,WEAPONS,,Reduced cost per shot
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,122,li,,WEAPONS,,Significantly increased energized capacity
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,123,li,,WEAPONS,,Successfully charging up the Rampage with a Thermite will also trigger a reload
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,124,p,,WEAPONS,,Sentinel
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,125,li,,WEAPONS,,Charging up the sentinel with Boosted Loader equipped (and within activation criteria) will overload the next mag as though it were a Boosted Reload
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,126,li,,WEAPONS,,Increased energized capacity
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,127,li,,WEAPONS,,Increased energize total time
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,128,li,,WEAPONS,,Successfully charging up the Sentinel with a Shield Cell will also trigger a reload
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,129,p,,WEAPONS,,Dev Note: The Sentinel is a beloved sniper but can be a little intimidating to run with its high risk and reward gameplay flow. We wanted to open this up a little bit and make it easier to engage with and more approachable so we’re making the energized state a little more forgiving and adding Boosted Loader to temporarily increase its magazine size.
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,130,p,,WEAPONS,,Spitfire LMG
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,131,li,,WEAPONS,,Damage increased to 19 (was 18)
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,132,p,,WEAPONS,,Dev Note: Our LMGs have seen more play since the release of the Gunshield Generators but they still haven’t quite been able to compete with our more versatile ARs. These updates continue the work to push them into being valuable primary weapons.
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,133,p,,WEAPONS,,Peacekeeper
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,134,li,,WEAPONS,,Choke speed increased
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,135,p,,WEAPONS,,Triple Take
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,136,li,,WEAPONS,,Choke speed increased
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,137,li,,WEAPONS,,Fire Rate slightly increased
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,138,p,,WEAPONS,,Dev Note: Both the Triple Take and the Peacekeeper are doing well in the meta but are feeling a tad sluggish compared to the competition. These adjustments should make them feel a little more responsive.
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,139,h3,,LEGENDS,,LEGENDS
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,140,p,,LEGENDS,,Support Legends: New Class Perks
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,141,li,,LEGENDS,,"Heal Expert Move at full speed while healing, small med healing is doubled"
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,142,li,,LEGENDS,,"Move at full speed while healing, small med healing is doubled"
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,143,li,,LEGENDS,,Revive Expert Revive speed increased and revives grant health regen Mobile Respawn Beacons will spawn when crafting banners and inside ally Death Boxes
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,144,li,,LEGENDS,,Revive speed increased and revives grant health regen
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,145,li,,LEGENDS,,Mobile Respawn Beacons will spawn when crafting banners and inside ally Death Boxes
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,146,p,,LEGENDS,,"Dev Note: Support Legends are the restorative anchors of the team. They are the legends who should help their allies reset and recover quickly. This class change aims to infuse a more classical approach to the support role, allowing these legends to inherently excel in healing and recovery."
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,147,p,,LEGENDS,,"To ensure the class felt like it had mastery over that domain, we wanted to make a strong statement about their recovery potential. As a Support, securing a revive should feel powerful. Lessening the downtime before your ally can re-engage is a potency that cannot be ignored - allowing them to fight immediately or pop a shield med to be at full strength much faster. Similarly, access to Mobile Respawn Beacons through Death Boxes and banner crafting means a lot less jumping through hoops to respawn a teammate if you've clutched up to recover a banner or made the long trek to a crafting station."
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,148,p,,LEGENDS,,Support Legends often suffer from a lack of mobility or offensive utility to stay alive and properly anchor the team. Leaning into the ability to reset faster themselves makes them a strong backline force in combat and gives them more options to stay in the fight themselves. Both these changes are powerful and we're eager to see how the more defined role alters the legend landscape in this support-focused season.
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,149,p,,LEGENDS,,Conduit
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,150,li,,LEGENDS,,"Savior’s Speed Now works on ally Death Boxes and crafters when a banner can be retrieved Now works on Respawn Beacons and Mobile Respawn Beacons when carrying an ally banner Now works without min range limit on downed allies, allowing Conduit to race all the way to her fallen teammate"
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,151,li,,LEGENDS,,Now works on ally Death Boxes and crafters when a banner can be retrieved
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,152,li,,LEGENDS,,Now works on Respawn Beacons and Mobile Respawn Beacons when carrying an ally banner
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,153,li,,LEGENDS,,"Now works without min range limit on downed allies, allowing Conduit to race all the way to her fallen teammate"
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,154,li,,LEGENDS,,"Upgrades - Battpack: in addition to the extra battery per stack, this upgrade now also shows battery counts in Death Boxes"
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,155,p,,LEGENDS,,"Dev Note: Conduit’s passive is great for helping to keep up with her team. Looking at her role as a Support Legend, we wanted to extend this passive to impact her recovery play potential as well. Additionally, we’ve combined Battery Collection and Battpack into a single upgrade to make it a stronger option for Conduit and other Legends (Mirage, Lifeline & Horizon)."
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,156,p,,LEGENDS,,Crypto
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,157,li,,LEGENDS,,Surveillance Drone: now takes ring damage (10% per ring tick)
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,158,li,,LEGENDS,,Upgrades - Off the Grid Players within 20m of Crypto will now be able to spot a faint cloaking “flicker” effect every 1.5s to help identify hidden Cryptos nearby Cloaked audio range and volume have been increased
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,159,li,,LEGENDS,,Players within 20m of Crypto will now be able to spot a faint cloaking “flicker” effect every 1.5s to help identify hidden Cryptos nearby
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,160,li,,LEGENDS,,Cloaked audio range and volume have been increased
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,161,p,,LEGENDS,,"Dev Note: Off the Grid has been a strong pick and has offered up some wild and creative new play patterns that feel on theme for Crypto, but it has also come with frustrations that have felt like unfair advantages or exploitable drone behaviors. These targeted changes aim to make it more possible to find a Crypto you know is in your immediate vicinity, and discourage ring-parking patterns without taking away the core of what the upgrade has brought to the Crypto fantasy. You’ll still have to work to spot the glitch in the matrix, but you’ll spend much less time scouring for invisible collisions with him."
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,162,p,,LEGENDS,,Gibraltar
from_the_rift,From The Rift,https://www.ea.com/games/apex-legends/apex-legends/news/from-the-rift-season-updates,patch_notes,163,li,,LEGENDS,,Dome of Protection Cooldown reduced to 17s (was 30s) No longer destroyed by Crypto’s EMP or Maggie’s Wrecking Ball
